2025-07-06T20:50:05.377210113+00:00,0.01999998
2025-07-06T20:55:05.756739837+00:00,0.01999998
2025-07-06T21:00:05.190083308+00:00,0.01999998
2025-07-06T21:05:05.568615396+00:00,0.01999998
2025-07-06T21:10:11.009221560+00:00,0.01999998
2025-07-06T21:15:05.368525090+00:00,0.01999998
2025-07-06T21:20:05.791061577+00:00,0.01999998
2025-07-06T21:25:05.228165648+00:00,0.01999998
2025-07-06T21:30:05.570654736+00:00,0.01999998
2025-07-06T21:35:05.919093024+00:00,0.01999998
2025-07-06T21:40:05.287777742+00:00,0.03000021
2025-07-06T21:45:05.622872358+00:00,0.01999998
2025-07-06T21:50:05.955095720+00:00,0.029999971
2025-07-06T21:55:05.338963469+00:00,0.029999971
2025-07-06T22:05:05.335473474+00:00,0.03
2025-07-06T22:10:05.516845871+00:00,0.020000001
2025-07-06T22:15:05.712448543+00:00,0.029999997
2025-07-06T22:20:05.115673930+00:00,0.030000001
2025-07-06T22:25:05.424786296+00:00,0.030000001
2025-07-06T22:30:05.809153675+00:00,0.019999996
2025-07-06T22:35:05.085015637+00:00,0.02000001
2025-07-06T22:40:05.337125343+00:00,0.019999996
2025-07-06T22:45:05.658750452+00:00,0.019999996
2025-07-06T22:50:06.086442482+00:00,0.010000005
2025-07-06T22:55:05.334270342+00:00,0.00999999
2025-07-06T23:00:05.560519471+00:00,0.010000005
2025-07-06T23:05:05.818308781+00:00,0.02000001
2025-07-06T23:10:05.147788940+00:00,0
2025-07-06T23:15:05.425310283+00:00,0.00999999
2025-07-06T23:20:05.760118697+00:00,0
2025-07-06T23:25:06.903119430+00:00,0.00999999
2025-07-06T23:30:06.742778448+00:00,0
2025-07-06T23:35:04.983916082+00:00,0
2025-07-06T23:40:06.675913738+00:00,0.01000002
2025-07-06T23:45:06.072244658+00:00,0
2025-07-06T23:50:05.307034252+00:00,0.00999999
2025-07-06T23:55:05.560382978+00:00,0
2025-07-07T00:00:05.836741296+00:00,0.00999999
2025-07-07T00:05:05.074553691+00:00,0
2025-07-07T00:10:05.335425831+00:00,0.01000002
2025-07-07T00:15:05.641545598+00:00,0
2025-07-07T00:20:06.074049552+00:00,0
2025-07-07T00:25:06.756922634+00:00,0.00999999
2025-07-07T00:30:05.041914694+00:00,0
2025-07-07T00:35:05.343589218+00:00,0
2025-07-07T00:40:06.644734231+00:00,0.00999999
2025-07-07T00:45:05.932694120+00:00,0.01000002
2025-07-07T00:50:05.276214331+00:00,0.00999999
2025-07-07T00:55:05.560209166+00:00,0.00999999
2025-07-07T01:00:05.837275486+00:00,0.02000001
2025-07-07T01:05:05.137492895+00:00,0.00999999
